Periodo,Grupo,Producto,Super,Precio
Mar25,Alimentos y bebidas,Yerba mate común Canarias Paquete1 kg.,Farmashop,"196,00"
Ago25,Cuidado personal,"Champú Dove, 400 ml.",Ta - Ta,"462,00"
Oct25,Alimentos y bebidas,Aguja vacuna Con Hueso - Sin Marca 1 kg.,Macro,"407,00"
May25,Cuidado personal,"Toallitas Femeninas Ladysoft Basica, 16 us.",Devoto Express,"161,00"
Mar25,Alimentos y bebidas,Huevos colorados Prodhin Envase 1/2 docena,Disco,"121,00"
Mar25,Alimentos y bebidas,Frankfurters cortos Ottonello Paquete 8 us.,Disco,"184,00"
Nov25,Alimentos y bebidas,Café envasado (no instantáneo) Águila Paquete 250 grs.,Red Market,"299,00"
Mar25,Limpieza del hogar,Detergente para vajilla Deterjane limón Envase 1.250 lt.,Macro,"140,73"
Ago25,Alimentos y bebidas,Leonesa Schneck 1 kg.,Tienda Inglesa,"750,00"
Ago25,Cuidado personal,"Toallitas Femeninas Ladysoft Basica, 16 us.",Devoto Express,"161,00"
Ene25,Limpieza del hogar,Jabón para ropa en barra Primor Unidad 300 grs.,Devoto Express,"35,00"
May25,Cuidado personal,Pasta dental Colgate Herbal Blanqueador Unidad 90 grs.,San Roque,"80,00"
Ene25,Alimentos y bebidas,Aceite de soja Condesa Envase 900 cc,Tienda Inglesa,"91,00"
Ago25,Frutas y verduras,"Tomate Americano,  1 kg.",Micro Macro,"99,90"
Abr25,Cuidado personal,"Jabón de tocador Dove Blanco, 90 grs.",El Dorado,"74,00"
Oct25,Alimentos y bebidas,Margarina Adorita Envase 250 grs.,Devoto,"49,00"
Mar25,Alimentos y bebidas,Café envasado (no instantáneo) Águila Paquete 250 grs.,El Clon,"315,00"
Jul25,alimentos y bebidas,pulpa de tomate concentrada comun Conaprole (envase 1 lt.),Farmashop,"100,00"
Feb25,Cuidado personal,Algodón Zig Zag Cisne 100 gr.,Devoto,"97,00"
Abr25,Cuidado personal,"Jabón de tocador Dove Blanco, 90 grs.",Pigalle,"65,00"
May25,Alimentos y bebidas,Huevos colorados Prodhin Envase 1/2 docena,Devoto Express,"124,00"
Jun25,alimentos y bebidas,galletas saladas al agua Famosa (paquete 140 grs.),Red Market,"75,00"
Feb25,Alimentos y bebidas,Arroz blanco Aruba tipo Patna Bolsa 1 kg.,Red Expres,"49,00"
Nov25,Alimentos y bebidas,Azúcar blanco Azucarlito Paquete 1 kg.,Red Expres,"50,00"
Feb25,Alimentos y bebidas,Vino tinto común tetrabrick Santa Teresa Clásico Envase 1 lt.,Kinko,"159,00"
Dic25,Cuidado personal,"Bebe & Co Colonia + Talco, 120 ml.",Macro,"735,67"
May25,Alimentos y bebidas,"Gaseosa tipo cola (env. no ret.) Pepsi Botella 1,5 lt.",El Clon,"156,00"
Sep25,Alimentos y bebidas,Chorizos mezcla sueltos - Centenario - Extra 1 kg.,Micro Macro,"574,00"
Feb25,Cuidado personal,"Bebe & Co Colonia + Talco, 120 ml.",Ta - Ta,"654,00"
Ago25,Frutas y verduras,"Tomate Perita,  1 kg.",Devoto,"189,00"
May25,Limpieza del hogar,Jabón para ropa en barra Nevex Unidad 200 grs.,Red Market,"60,50"
Oct25,Alimentos y bebidas,Dulce de leche Los Nietitos Envase 1 kg.,Kinko,"242,00"
Sep25,Cuidado personal,Pasta dental Colgate Herbal Blanqueador Unidad 90 grs.,Disco,"67,00"
Sep25,Alimentos y bebidas,Café envasado (no instantáneo) Águila Paquete 250 grs.,Devoto,"261,00"
Jun25,alimentos y bebidas,harina de trigo 0000 Canuelas (paquete 1 kg.),El Dorado,"63,00"
Jun25,limpieza del hogar,hipolclorito de sodio comun Sello rojo (botella 1 lt.),Tienda Inglesa,"92,00"
Ene25,Alimentos y bebidas,Dulce de leche Conaprole Envase 1 kg.,El Clon,"275,00"
Abr25,Cuidado personal,"Tinta Excellence Tinta N.9, 1 unidad",Tienda Inglesa,"779,00"
Nov25,Alimentos y bebidas,Yerba mate común Del Cebador Paquete1 kg.,Devoto Express,"188,00"
Nov25,Cuidado personal,"Pañales Adultos Readysec Grande, 24 us.",FarmaGlobal,"680,00"
Abr25,Alimentos y bebidas,Pulpa de tomate Conaprole Envase 1 lt.,El Dorado,"89,00"
Abr25,Cuidado personal,"Repelente aerosol Off! Larga Duración,  170 cm3",FarmaGlobal,"539,49"
Ago25,Cuidado personal,"Repelente aerosol Off! Family Aerosol,  170cm3",San Roque,"385,00"
Nov25,Alimentos y bebidas,Dulce de membrillo Los Nietitos Envase 400 grs.,Red Expres,"76,00"
Jun25,alimentos y bebidas,arroz calidad alta Green chef (bolsa 1 kg.),Disco,"75,00"
Jun25,alimentos y bebidas,chorizo suelto Centenario-extra (1 kg.),Disco,"749,00"
Jun25,frutas y verduras,tomate americano Sin marca (1 kg.),Tienda Inglesa,"159,00"
Nov25,Frutas y verduras,"Manzana Red Deliciosa,  1 kg.",Tienda Inglesa,"169,00"
Sep25,Alimentos y bebidas,Cocoa Vascolet Envase 500 grs.,Disco,"260,00"
Mar25,Alimentos y bebidas,Té negro en saquitos La Virginia Caja 10 us.,Red Market,"34,00"
Ago25,Alimentos y bebidas,Aceite de girasol Óptimo Envase 900 cc,Red Expres,"109,00"
Feb25,Frutas y verduras,"Manzana Red Deliciosa,  1 kg.",Red Market,"111,00"
Feb25,Alimentos y bebidas,"Gaseosa tipo cola (env. no ret.) Coca Cola_ Botella 2,25.lt.",Farmashop,"199,00"
Sep25,Cuidado personal,"Tinta Garnier Nutrisse Intense N.8.0, 1 unidad",Red Market,"290,00"
Dic25,Alimentos y bebidas,Galletitas al agua Famosa Paquete 140 grs.,Devoto,"80,00"
Sep25,Alimentos y bebidas,Té negro en saquitos La Virginia Caja 10 us.,Red Market,"39,00"
Jun25,cuidado personal,perfume comun Casapueblo (100 ml.),Farmashop,"579,00"
Mar25,Alimentos y bebidas,Carne picada vacuna Con Hasta 20% de grasa 1 kg.,Red Market,"280,00"
Jun25,cuidado personal,panales para adultos comun Readysec (24 unidades),Pigalle,"827,00"
Dic25,Alimentos y bebidas,Cocoa Vascolet Envase 500 grs.,El Clon,"249,00"
Ene25,Alimentos y bebidas,Aceite de maíz Delicia Envase 900 cc,El Clon,"105,00"
Jul25,alimentos y bebidas,cocoa comun Copacabana (envase 500 grs.),Tienda Inglesa,"279,00"
May25,Cuidado personal,"Toallitas Femenias Siempre Libre Nocturna Max Con Alas, 8 us.",Red Expres,"144,00"
Nov25,Alimentos y bebidas,"Agua mineral sin gas(bidón) Salus 6,25lts",Ta - Ta,"144,00"
Feb25,Alimentos y bebidas,"Gaseosa tipo cola (env. no ret.) Pepsi Botella 1,5 lt.",Macro,"117,00"
Ago25,Frutas y verduras,"Tomate Perita,  1 kg.",Disco,"189,00"
May25,Cuidado personal,Desodorante en aerosol Dove Original Envase 100 grs.,FarmaGlobal,"236,21"
Ene25,Alimentos y bebidas,Manteca Conaprole sin sal Envase 200 grs.,Tienda Inglesa,"99,00"
Ene25,Cuidado personal,"Jabón de tocador Ann Bow, 140 grs.",Macro,"81,14"
Sep25,Cuidado personal,"Jabón de tocador Ann Bow, 140 grs.",Pigalle,"89,00"
Ago25,Alimentos y bebidas,Aceite de girasol Uruguay Envase 900 cc,Tienda Inglesa,"101,00"
Ago25,Alimentos y bebidas,Hamburguesas carne vacun Paty Paquete 2 unidades,El Dorado,"53,00"
Ene25,Alimentos y bebidas,Pulpa de tomate Gourmet Envase 1 lt.,El Clon,"82,00"
Oct25,Alimentos y bebidas,Queso rallado Conaprole Paquete 80 grs.,Red Market,"102,00"
Mar25,,Establecimientos Relevados,Devoto Express,"36,00"
Ago25,Cuidado personal,"Pañales Adultos Readysec Grande, 24 us.",Devoto Express,"711,00"
Mar25,Cuidado personal,"Toallitas Femenias Siempre Libre Nocturna Max Con Alas, 8 us.",Micro Macro,"183,46"
Sep25,Cuidado personal,"Champú Dove, 400 ml.",Ta - Ta,"471,00"
Ene25,Alimentos y bebidas,Mayonesa común Hellmans Envase 500 grs.,Macro,"149,00"
Abr25,Limpieza del hogar,Jabón para ropa en barra Primor Unidad 300 grs.,Red Expres,"39,00"
Nov25,Cuidado personal,"Tinta Garnier Nutrisse Intense N.8.0, 1 unidad",San Roque,"329,00"
Oct25,Alimentos y bebidas,Cocoa Vascolet Envase 500 grs.,Micro Macro,"254,44"
Sep25,Alimentos y bebidas,Aceite de maíz Río de la Plata Envase 900 cc,Red Market,"142,00"
Dic25,Alimentos y bebidas,Manteca Calcar Envase 200 grs.,Red Market,"77,00"
Ago25,Alimentos y bebidas,Café envasado (no instantáneo) Águila Paquete 250 grs.,Red Expres,"260,00"
Oct25,Cuidado personal,"Repelente aerosol Off! Larga Duración,  170 cm3",San Roque,"569,00"
Oct25,Cuidado personal,"Bebe & Co Colonia + Talco, 120 ml.",Red Expres,"656,00"
Abr25,Cuidado personal,Desodorante en aerosol Dove Original Envase 100 grs.,Disco,"244,00"
Abr25,Limpieza del hogar,Jabón para ropa en barra Bull Dog Unidad 300 grs.,El Clon,"79,00"
Ene25,Cuidado personal,"Perfume Casapueblo 24 Heures Blue Edt, 100 ml.",Red Market,"658,00"
Mar25,Cuidado personal,"Repelente aerosol Off! Family Aerosol,  170cm3",Red Market,"370,70"
Mar25,Frutas y verduras,"Papa Blanca, 1 kg.",Ta - Ta,"119,00"
Oct25,Cuidado personal,"Repelente crema Off! Family,  200 grs.",Disco,"502,00"
Dic25,Limpieza del hogar,Hipoclorito de sodio Sello Rojo Botella 1 lt.,Kinko,"87,00"
Ene25,Limpieza del hogar,Jabón en polvo máquina Skip - Paquete azul Paquete 800 grs.,Disco,"151,00"
Jun25,alimentos y bebidas,frankfurter cortos Schneck (paquete 8 us.),Macro,"232,50"
Nov25,Cuidado personal,Alcohol en gel Bioset 250 ml.,FarmaGlobal,"108,79"
Sep25,Cuidado personal,Desodorante en aerosol Axe Musk Envase 113 grs.,El Dorado,"197,00"
Jul25,alimentos y bebidas,cocoa comun Vascolet (envase 500 grs.),Micro Macro,"299,70"
Oct25,Alimentos y bebidas,Arvejas en conserva Nidemar Lata 300 grs.,Ta - Ta,"47,00"
Dic25,Alimentos y bebidas,Frankfurters cortos Schneck Paquete 8 us.,Macro,"252,76"
Oct25,Alimentos y bebidas,Leonesa Schneck 1 kg.,Disco,"690,00"
Dic25,Cuidado personal,"Afeitadora Gillette Mach3 Dispenser X2, 2us.",El Dorado,"479,00"
Ene25,Cuidado personal,"Repelente crema Off! Family,  200 grs.",Disco,"463,00"
Nov25,Cuidado personal,Pasta dental Kolynos Triple acción Unidad 90 grs.,El Clon,"35,00"
Jun25,frutas y verduras,papa blanca Sin marca (1 kg.),Red Market,"73,50"
May25,Limpieza del hogar,Jabón para ropa en barra Nevex Unidad 200 grs.,Red Expres,"57,00"
Ago25,Cuidado personal,Protector solar SPF 40  Dermaglós 250 ml.,Pigalle,"1.749,00"
Dic25,Frutas y verduras,"Banana Ecuador,  1 kg.",Macro,"118,90"
Ago25,Alimentos y bebidas,Pulpa de tomate Conaprole Envase 1 lt.,Frog,"101,00"
Jul25,cuidado personal,jabon de tocador en barra Dove original (90 grs.),Frog,"76,00"
May25,Cuidado personal,Desodorante en aerosol Rexona Active Emotion Envase 105 grs.,Devoto,"212,00"
Dic25,Alimentos y bebidas,Agua mineral sin gas(bidón) Nativa 6lts,Tienda Inglesa,"136,00"
Ene25,Alimentos y bebidas,Pan de molde lacteado Bimbo Paquete 330 grs.,Micro Macro,"126,87"
May25,Cuidado personal,"Perfume Casapueblo 24 Heures Blue Edt, 100 ml.",Red Market,"713,50"
May25,Cuidado personal,"Perfume Casapueblo 24 Heures Blue Edt, 100 ml.",Tienda Inglesa,"442,00"
May25,Alimentos y bebidas,Aceite de girasol Marca Propia Envase 900 cc,Devoto,"80,00"
Sep25,Cuidado personal,Champú Fructis Envase 350 ml.,Pigalle,"365,00"
Dic25,Cuidado personal,"Repelente crema Off! Family,  200 grs.",Red Market,"459,00"
Abr25,Alimentos y bebidas,Chorizos mezcla sueltos - Cattivelli  - Extra 1 kg.,Disco,"648,00"
Jun25,alimentos y bebidas,dulce de membrillo Los nietitos (envase 400 grs.),Tienda Inglesa,"80,00"
Mar25,Alimentos y bebidas,Fideos secos semolados Las Acacias - franja celeste Paquete 500 grs.,Frog,"63,00"
Abr25,Alimentos y bebidas,Dulce de leche Conaprole Envase 1 kg.,Devoto,"293,00"
Jun25,alimentos y bebidas,mermelada de durazno Los nietitos (envase 500 grs.),El Dorado,"127,00"
Sep25,Cuidado personal,"Pañales Adultos Readysec Grande, 24 us.",Micro Macro,"721,63"
Ago25,Alimentos y bebidas,Hamburguesas carne vacun Burgy Paquete 3 unidades,El Clon,"42,00"
Feb25,Cuidado personal,"Perfume Delice Candy, 50 ml.",FarmaGlobal,"628,33"
Ago25,Frutas y verduras,"Naranja Navel,  1 kg.",Ta - Ta,"59,00"
Sep25,Alimentos y bebidas,Arroz blanco Vidarroz Bolsa 1 kg.,El Dorado,"44,90"
May25,Alimentos y bebidas,Dulce de leche Los Nietitos Envase 1 kg.,Frog,"225,00"
Ene25,Alimentos y bebidas,Leonesa Schneck 1 kg.,Micro Macro,"619,52"
Feb25,Alimentos y bebidas,Dulce de membrillo Los Nietitos Envase 400 grs.,Devoto Express,"81,00"
Sep25,Alimentos y bebidas,"Agua de mesa con gas Salus Envase 2,25 lt.",Red Expres,"76,00"
Mar25,Cuidado personal,Papel higiénico hoja simple Elite 4 rollos de 30 mts.,San Roque,"109,00"
Abr25,Alimentos y bebidas,Huevos colorados Super huevo Envase 1/2 docena,Micro Macro,"130,96"
Feb25,Alimentos y bebidas,Fideos secos al huevo Adria Paquete 500 grs.,Devoto,"91,00"
Ago25,Alimentos y bebidas,Hamburguesas carne vacun Schneck Paquete 2 unidades,El Dorado,"98,00"
Sep25,Alimentos y bebidas,Azúcar blanco Azucarlito Paquete 1 kg.,Micro Macro,"50,00"
Sep25,Cuidado personal,"Pañales Adultos Readysec Grande, 24 us.",Macro,"721,63"
Ago25,Cuidado personal,Protector solar SPF 40  Dermaglós 250 ml.,Tienda Inglesa,"1.748,00"
Feb25,Cuidado personal,Champú Suave Envase 930 ml.,Disco,"204,00"
Ago25,Alimentos y bebidas,Carne picada vacuna Con Hasta 5% de grasa 1 kg.,Devoto Express,"452,00"
Ene25,Cuidado personal,Desodorante en aerosol Dove Original Envase 100 grs.,Devoto,"244,00"
Sep25,Alimentos y bebidas,"Pulpa de tomate De Ley Envase 1,020 lt.",El Clon,"65,00"
Abr25,Frutas y verduras,"Manzana Red Deliciosa,  1 kg.",Disco,"139,00"
Jul25,alimentos y bebidas,helado comun Conaprole (envase 1lt.),Red Expres,"290,00"
Nov25,Alimentos y bebidas,Harina trigo común 0000 Cololó Paquete 1 kg.,Disco,"68,00"
Sep25,Frutas y verduras,"Papa Blanca, 1 kg.",Macro,"114,90"
Sep25,Alimentos y bebidas,Gaseosa tipo cola (env. no ret.) Pepsi Botella 2 lt.,El Dorado,"182,00"
May25,Alimentos y bebidas,Dulce de membrillo Los Nietitos Envase 400 grs.,El Dorado,"77,00"
May25,Alimentos y bebidas,Sal fina yodada fluorada Urusal Paquete 500 grs.,Disco,"58,00"
Sep25,Limpieza del hogar,Hipoclorito de sodio Sello Rojo Botella 1 lt.,Kinko,"87,00"
Feb25,Alimentos y bebidas,Galletitas al agua Famosa Paquete 140 grs.,Red Expres,"71,00"
Abr25,Alimentos y bebidas,Aceite de maíz Delicia Envase 900 cc,Red Market,"105,00"
Jul25,cuidado personal,papel higienico hoja simple Elite (4 rollos de 30 mts.),FarmaGlobal,"101,60"
Sep25,Alimentos y bebidas,Azúcar blanco Bella Unión Paquete 1 kg.,Red Market,"55,00"
Ago25,Alimentos y bebidas,Yerba mate común Del Cebador Paquete1 kg.,Ta - Ta,"189,00"
Nov25,Cuidado personal,Desodorante en aerosol Axe Musk Envase 113 grs.,Farmashop,"200,00"
May25,Alimentos y bebidas,Aguja vacuna Sin Hueso - Sin Marca 1 kg.,Devoto Express,"289,00"
Ago25,Limpieza del hogar,Jabón para ropa en barra Nevex Unidad 200 grs.,Devoto,"60,00"
Ene25,Frutas y verduras,"Zapallo Calabacín,  1 kg.",Red Market,"53,00"
Ene25,Alimentos y bebidas,Vino tinto común tetrabrick Santa Teresa Clásico Envase 1 lt.,Micro Macro,"152,29"
Oct25,Cuidado personal,"Pañales Adultos Readysec Grande, 24 us.",Red Market,"697,50"
Jul25,alimentos y bebidas,"yogur semi-descremado Conaprole (sachet1,200 lt.)",El Dorado,"103,00"
Dic25,Cuidado personal,Jabón de tocador Astral plata Unidad 125 grs.,Pigalle,"55,00"
Abr25,Alimentos y bebidas,Dulce de membrillo Los Nietitos Envase 400 grs.,Disco,"78,00"
Abr25,Alimentos y bebidas,Manteca Conaprole sin sal Envase 200 grs.,Red Expres,"102,00"
Mar25,Cuidado personal,Alcohol en gel Bioset 250 ml.,FarmaGlobal,"108,79"
Mar25,Cuidado personal,Pasta dental Pico Jenner Plus Unidad 90 grs.,Red Market,"41,00"
Ago25,Alimentos y bebidas,Fideos secos semolados Adria Paquete 500 grs.,Red Market,"51,00"
Nov25,Alimentos y bebidas,Té negro en saquitos Hornimans Caja 10 us.,Micro Macro,"52,94"
Sep25,Alimentos y bebidas,Arroz blanco Vidarroz Bolsa 1 kg.,Devoto Express,"56,00"
Mar25,Alimentos y bebidas,Helado familiar Crufi Envase 1lt.,Ta - Ta,"229,00"
Abr25,Alimentos y bebidas,Yogur Calcar Sachet 1 lt.,Frog,"96,00"
Ene25,Alimentos y bebidas,"Yogur Conaprole BIO TOP Sachet1,200 lt.",Devoto Express,"89,00"
Abr25,Limpieza del hogar,Detergente para vajilla Hurra Nevex Limón Envase 1.250 lt.,Devoto Express,"129,00"
Ene25,Cuidado personal,"Champú Dove, 400 ml.",Disco,"447,00"
May25,Limpieza del hogar,Jabón en polvo máquina Skip - Paquete azul Paquete 800 grs.,Devoto Express,"156,00"
Jun25,cuidado personal,repelente de mosquitos aerosol Jupiter (165 cm3),Macro,"151,00"
Ago25,Alimentos y bebidas,Fideos secos al huevo Las Acacias Paquete 500 grs.,Tienda Inglesa,"94,00"
Jul25,cuidado personal,repelente de mosquitos aerosol Off! (170 cm3),Farmashop,"465,50"
Ene25,Frutas y verduras,"Manzana Red Deliciosa,  1 kg.",Red Market,"131,00"
Ago25,Alimentos y bebidas,Vino tinto común tetrabrick Santa Teresa Clásico Envase 1 lt.,El Dorado,"149,90"
Jul25,cuidado personal,desodorante aerosol Dove original (envase 100 grs.),El Clon,"209,00"
Ene25,Cuidado personal,Champú Fructis Envase 350 ml.,Tienda Inglesa,"327,00"
Jun25,frutas y verduras,banana ecuador Sin marca (1 kg.),Tienda Inglesa,"95,00"
Jul25,cuidado personal,desodorante aerosol Axe musk (envase 113 grs.),Ta - Ta,"202,00"
Ago25,Cuidado personal,Champú Sedal Envase 350 ml.,Tienda Inglesa,"211,00"
Mar25,Alimentos y bebidas,Arroz blanco Blue Patna Bolsa 1 kg.,Devoto,"79,00"
Jun25,alimentos y bebidas,aceite soja Condesa (envase 900 cc),Devoto,"77,00"
Sep25,Alimentos y bebidas,Galletitas al agua Famosa Paquete 140 grs.,Disco,"80,00"
Jun25,cuidado personal,shampoo comun Fructis (envase 350 ml.),Tienda Inglesa,"355,00"
Dic25,Alimentos y bebidas,Yerba mate común Canarias Paquete1 kg.,El Dorado,"194,90"
Nov25,Cuidado personal,Protector solar SPF 20  Dermaglós 250 ml.,Farmashop,"1.384,00"
Dic25,Alimentos y bebidas,Gaseosa tipo cola (env. no ret.) Pepsi Botella 2 lt.,Devoto,"182,00"
Jun25,alimentos y bebidas,mermelada de durazno Los nietitos (envase 500 grs.),Disco,"126,00"
Jun25,cuidado personal,jabon de tocador en barra Palmolive (unidad 125 grs.),El Dorado,"29,90"
Oct25,Limpieza del hogar,Jabón en polvo máquina Skip - Paquete azul Paquete 800 grs.,Devoto Express,"156,00"
Sep25,Cuidado personal,"Champú Dove, 400 ml.",El Clon,"425,00"
Ene25,Alimentos y bebidas,Harina de maíz Presto Pronta Arcor Paquete 500 grs.,El Dorado,"54,90"
Feb25,Cuidado personal,"Champú Dove, 400 ml.",Tienda Inglesa,"445,00"
May25,Limpieza del hogar,Hipoclorito de sodio Sello Rojo Botella 1 lt.,Tienda Inglesa,"91,00"
Nov25,Alimentos y bebidas,Manteca Kasdorf Envase 200 grs.,Red Expres,"107,00"
Feb25,Cuidado personal,"Talco Xanapie Aerosol, 175 ml.",Devoto,"208,00"
Nov25,Alimentos y bebidas,Queso rallado Conaprole Paquete 80 grs.,El Clon,"99,00"
Abr25,Cuidado personal,"Repelente crema Off! Kids,  90grs.",Red Expres,"341,00"
Abr25,Limpieza del hogar,Jabón para ropa en barra Bull Dog Unidad 300 grs.,FarmaGlobal,"52,00"
Oct25,Limpieza del hogar,Detergente para vajilla Deterjane limón Envase 1.250 lt.,Ta - Ta,"153,00"
Nov25,Alimentos y bebidas,Hamburguesas carne vacun Schneck Paquete 2 unidades,Red Market,"94,00"
Jun25,alimentos y bebidas,cocoa comun Copacabana (envase 500 grs.),El Dorado,"265,00"
May25,Cuidado personal,Desodorante en aerosol Dove Original Envase 100 grs.,El Dorado,"254,90"
Oct25,Limpieza del hogar,Hipoclorito de sodio Agua Jane Botella 1 lt.,El Dorado,"93,00"
May25,Cuidado personal,"Jabón de tocador Dove Blanco, 90 grs.",Macro,"73,99"
Ene25,Alimentos y bebidas,"Agua mineral sin gas(bidón) Salus 6,25lts",Devoto Express,"137,00"
Jun25,alimentos y bebidas,chorizo suelto Cattivelli-extra (1 kg.),Devoto,"694,00"
Jun25,alimentos y bebidas,harina de trigo 0000 Tienda inglesa (paquete 1 kg.),Tienda Inglesa,"59,00"
May25,Cuidado personal,"Toallitas Femenias Siempre Libre Nocturna Max Con Alas, 8 us.",Devoto Express,"140,00"
Jun25,frutas y verduras,banana ecuador Sin marca (1 kg.),Red Market,"103,00"
Dic25,Limpieza del hogar,Hipoclorito de sodio Agua Jane Botella 1 lt.,Kinko,"102,00"
Sep25,Alimentos y bebidas,Fideos secos al huevo Cololó Paquete 500 grs.,Devoto Express,"72,00"
Nov25,Limpieza del hogar,Hipoclorito de sodio Sello Rojo Botella 1 lt.,Disco,"89,00"
Jun25,alimentos y bebidas,azucar blanca Azucarlito (paquete 1 kg.),Disco,"55,00"
Abr25,Alimentos y bebidas,Hamburguesas carne vacun Burgy Paquete 3 unidades,El Dorado,"37,00"
Ago25,Alimentos y bebidas,Aceite de maíz Delicia Envase 900 cc,Red Expres,"121,00"
Jun25,alimentos y bebidas,aguja sin hueso Sin marca (1 kg.),Disco,"299,00"
Ene25,Alimentos y bebidas,Frankfurters cortos Ottonello Paquete 8 us.,El Dorado,"179,00"
Dic25,Cuidado personal,"Jabón de tocador Ann Bow, 140 grs.",Red Market,"89,00"
Ago25,Cuidado personal,"Jabón de tocador Dove Blanco, 90 grs.",Farmashop,"77,00"
Jul25,cuidado personal,desodorante aerosol Axe musk (envase 113 grs.),San Roque,"195,00"
Dic25,Cuidado personal,"Repelente aerosol Off! Family Aerosol,  170cm3",Red Market,"319,00"
Ene25,Alimentos y bebidas,Harina de maíz Puritas Paquete 450 grs.,Frog,"43,00"
Abr25,Alimentos y bebidas,Sal fina yodada fluorada Urusal Paquete 500 grs.,Red Market,"47,00"
Jul25,alimentos y bebidas,azucar blanca Azucarlito (paquete 1 kg.),Ta - Ta,"50,00"
Sep25,Cuidado personal,Protector solar SPF 80 Hawaiian Tropic 240 ml.,Pigalle,"1.055,00"
Oct25,Frutas y verduras,"Naranja Navel,  1 kg.",Ta - Ta,"69,00"
Abr25,Alimentos y bebidas,Galletitas al agua Famosa Paquete 140 grs.,FarmaGlobal,"49,00"
May25,Cuidado personal,"Perfume Casapueblo 24 Heures Blue Edt, 100 ml.",FarmaGlobal,"644,19"
Jun25,cuidado personal,repelente de mosquitos crema Off! (90 grs.),Devoto,"401,00"
Sep25,Alimentos y bebidas,Aguja vacuna Con Hueso - Sin Marca 1 kg.,Devoto Express,"409,00"
Ago25,Alimentos y bebidas,Aguja vacuna Con Hueso - Sin Marca 1 kg.,Macro,"407,00"
Mar25,Cuidado personal,Desodorante en aerosol Dove Original Envase 100 grs.,Ta - Ta,"242,00"
Dic25,Alimentos y bebidas,Chorizos mezcla sueltos - Centenario - Extra 1 kg.,Macro,"653,16"
Sep25,Cuidado personal,Pasta dental Kolynos Triple acción Unidad 90 grs.,Devoto Express,"38,00"
Dic25,Alimentos y bebidas,Manteca Conaprole sin sal Envase 200 grs.,Tienda Inglesa,"103,00"
Jun25,cuidado personal,cinta adhesiva leuco Ready plast (1 unidad),Farmashop,"64,00"
Jun25,alimentos y bebidas,agua mineral sin gas Nativa (envase 6lt.),Red Market,"109,00"
Feb25,Alimentos y bebidas,Arroz blanco Vidarroz Bolsa 1 kg.,Disco,"40,00"
Ago25,Alimentos y bebidas,Yerba mate común Del Cebador Paquete1 kg.,Disco,"184,00"
Ene25,Alimentos y bebidas,"Gaseosa tipo cola (env. no ret.) Coca Cola_ Botella 2,25.lt.",Tienda Inglesa,"184,00"
Oct25,Alimentos y bebidas,Aceite de maíz Río de la Plata Envase 900 cc,Ta - Ta,"150,00"
Ago25,Cuidado personal,"Tinta Garnier Nutrisse Intense N.8.0, 1 unidad",Devoto Express,"259,00"
May25,Frutas y verduras,"Papa Blanca, 1 kg.",Devoto,"109,00"
Mar25,Alimentos y bebidas,Harina de maíz Puritas Paquete 450 grs.,Macro,"39,88"
Mar25,Cuidado personal,"Repelente crema Júpiter,  80 grs.",El Clon,"135,00"
Nov25,Cuidado personal,"Repelente crema Off! Family,  200 grs.",Disco,"502,00"
Ago25,Limpieza del hogar,Hipoclorito de sodio Solución Cristal Botella 1 lt.,FarmaGlobal,"80,00"
Nov25,Cuidado personal,Papel higiénico hoja simple Elite 4 rollos de 30 mts.,Red Market,"110,90"
Oct25,Alimentos y bebidas,Azúcar blanco Azucarlito Paquete 1 kg.,Tienda Inglesa,"50,00"
Ene25,Limpieza del hogar,Jabón en polvo máquina Skip - Paquete azul Paquete 800 grs.,Red Expres,"149,00"
Sep25,Cuidado personal,"Toallitas Femenias Siempre Libre Nocturna Max Con Alas, 8 us.",Devoto Express,"155,00"
Ago25,Alimentos y bebidas,Té negro en saquitos Hornimans Caja 10 us.,El Dorado,"53,00"
Feb25,Cuidado personal,Desodorante en aerosol Axe Musk Envase 113 grs.,Disco,"197,00"
Feb25,Alimentos y bebidas,Frankfurters cortos Schneck Paquete 8 us.,Tienda Inglesa,"277,00"
Feb25,Limpieza del hogar,Jabón para ropa en barra Primor Unidad 300 grs.,Red Expres,"39,00"
May25,Cuidado personal,"Champú Dove, 400 ml.",Red Expres,"429,00"
Jul25,alimentos y bebidas,galletas saladas al agua Famosa (paquete 140 grs.),Red Expres,"71,00"
Jul25,alimentos y bebidas,aceite maiz Delicia (envase 900 cc),Macro,"115,50"
Sep25,,Establecimientos Relevados,El Dorado,"75,00"
Abr25,Cuidado personal,Champú Suave Envase 930 ml.,El Clon,"155,00"
Jun25,cuidado personal,perfume comun Casapueblo (100 ml.),Tienda Inglesa,"442,00"
Ene25,Cuidado personal,Algodón Zig Zag Cisne 100 gr.,Ta - Ta,"125,00"
May25,Cuidado personal,Papel higiénico hoja simple Elite 4 rollos de 30 mts.,Red Expres,"105,00"
Oct25,Alimentos y bebidas,Galletitas al agua Famosa Paquete 140 grs.,Ta - Ta,"80,00"
Ene25,Alimentos y bebidas,Frankfurters cortos Centenario Paquete 8 us.,Red Expres,"199,00"
Jul25,alimentos y bebidas,sal fina Sek (paquete 500 grs.),Macro,"56,60"
